Work_Order_ID,Job_Number,Train_ID,Work_Type,Description,Priority,Status,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_Technician,Department,Cost_Estimate,Parts_Cost,Urgency_Score,Completion_Rate,Notes
WO-57FDECA6,JOB-20240901-1432,CR112,PM-Brake,Brake system preventive maintenance - CR112,Medium,Closed,2024-09-01,2024-09-12,6,5.2,Tech_27,Mechanical,612,457,70,100.0,Generated on 2024-09-01 - PM-Brake maintenance
WO-1C607C7D,JOB-20240901-7767,CR119,CM-Electronics,CM Electronics for CR119,High,Closed,2024-09-01,2024-09-08,8,8.0,Tech_24,Electronics,664,3913,90,100.0,Generated on 2024-09-01 - CM-Electronics maintenance
WO-E94EAF29,JOB-20240902-3691,CR117,Seasonal-Maintenance,Seasonal Maintenance for CR117,Medium,Closed,2024-09-02,2024-09-11,36,36.6,Tech_9,Maintenance,4536,236,70,100.0,Generated on 2024-09-02 - Seasonal-Maintenance maintenance
WO-6F0BC698,JOB-20240902-8076,CR123,Inspection-C,Inspection C for CR123,Low,On_Hold,2024-09-02,2024-10-17,20,,Tech_3,Maintenance,2120,717,50,11.323248246900878,Generated on 2024-09-02 - Inspection-C maintenance
WO-E39F1C3F,JOB-20240902-4913,CR110,Inspection-C,Inspection C for CR110,Critical,Closed,2024-09-02,2024-09-04,31,35.9,Tech_20,Maintenance,5797,399,100,100.0,Generated on 2024-09-02 - Inspection-C maintenance
WO-E8786AFC,JOB-20240902-8484,CR106,Inspection-C,Inspection C for CR106,Low,Cancelled,2024-09-02,2024-10-13,22,,Tech_8,Maintenance,3586,459,50,0.0,Generated on 2024-09-02 - Inspection-C maintenance
WO-A95E24C0,JOB-20240902-6543,CR102,Emergency-Repair,Emergency repair required - CR102,Medium,Closed,2024-09-02,2024-09-20,31,27.7,Tech_2,Emergency_Response,3627,614,70,100.0,Generated on 2024-09-02 - Emergency-Repair maintenance
WO-F0E148DA,JOB-20240902-8325,CR115,Compliance-Check,Compliance Check for CR115,Low,Closed,2024-09-02,2024-10-08,2,1.8,Tech_21,Quality_Assurance,364,105,50,100.0,Generated on 2024-09-02 - Compliance-Check maintenance
WO-53D91700,JOB-20240903-6463,CR117,Emergency-Repair,Emergency repair required - CR117,High,Closed,2024-09-03,2024-09-09,43,50.7,Tech_13,Emergency_Response,3440,212,90,100.0,Generated on 2024-09-03 - Emergency-Repair maintenance
WO-4705639D,JOB-20240903-7689,CR102,CM-Electrical,Electrical system corrective maintenance - CR102,Low,On_Hold,2024-09-03,2024-10-01,8,,Tech_15,Electrical,1048,2317,50,18.11652002983378,Generated on 2024-09-03 - CM-Electrical maintenance
WO-E6A3FC89,JOB-20240903-5745,CR114,PM-Bogie,Scheduled bogie maintenance for CR114,Low,Cancelled,2024-09-03,2024-10-10,11,,Tech_23,Mechanical,1529,416,50,0.0,Generated on 2024-09-03 - PM-Bogie maintenance
WO-9E7C075C,JOB-20240903-6499,CR101,Inspection-C,Inspection C for CR101,Low,Cancelled,2024-09-03,2024-09-17,18,,Tech_27,Maintenance,1962,626,50,0.0,Generated on 2024-09-03 - Inspection-C maintenance
WO-617D6A10,JOB-20240903-8825,CR103,Seasonal-Maintenance,Seasonal Maintenance for CR103,Medium,Closed,2024-09-03,2024-09-15,28,31.1,Tech_27,Maintenance,3696,843,70,100.0,Generated on 2024-09-03 - Seasonal-Maintenance maintenance
WO-00A166D9,JOB-20240904-4450,CR120,Compliance-Check,Compliance Check for CR120,High,Closed,2024-09-04,2024-09-10,5,4.9,Tech_16,Quality_Assurance,880,537,90,100.0,Generated on 2024-09-04 - Compliance-Check maintenance
WO-17EA2ED1,JOB-20240904-5327,CR102,Emergency-Repair,Emergency repair required - CR102,Low,On_Hold,2024-09-04,2024-10-10,36,,Tech_4,Emergency_Response,2988,741,50,12.315958424550583,Generated on 2024-09-04 - Emergency-Repair maintenance
WO-7AF8BE67,JOB-20240904-7634,CR107,PM-Traction,PM Traction for CR107,Low,Closed,2024-09-04,2024-09-24,10,10.0,Tech_2,Electrical,1200,215,50,100.0,Generated on 2024-09-04 - PM-Traction maintenance
WO-20D1D3CC,JOB-20240904-6705,CR115,Inspection-B,Inspection B for CR115,High,Closed,2024-09-04,2024-09-10,23,25.5,Tech_24,Maintenance,4370,909,90,100.0,Generated on 2024-09-04 - Inspection-B maintenance
WO-C85D2FC3,JOB-20240904-6429,CR104,Inspection-C,Inspection C for CR104,Medium,On_Hold,2024-09-04,2024-09-22,26,,Tech_18,Maintenance,3276,840,70,18.03790699283974,Generated on 2024-09-04 - Inspection-C maintenance
WO-BCA1BDA0,JOB-20240904-3636,CR118,PM-HVAC,PM HVAC for CR118,Low,Cancelled,2024-09-04,2024-10-19,7,,Tech_7,Electrical,847,235,50,0.0,Generated on 2024-09-04 - PM-HVAC maintenance
WO-AE485D8F,JOB-20240905-5474,CR123,CM-Software,CM Software for CR123,Medium,Closed,2024-09-05,2024-09-13,6,5.8,Tech_24,IT,1134,3952,70,100.0,Generated on 2024-09-05 - CM-Software maintenance
WO-04E23FB5,JOB-20240905-4992,CR114,Compliance-Check,Compliance Check for CR114,High,Closed,2024-09-05,2024-09-10,6,7.0,Tech_30,Quality_Assurance,918,128,90,100.0,Generated on 2024-09-05 - Compliance-Check maintenance
WO-7CCE02F8,JOB-20240905-5515,CR113,CM-Electronics,CM Electronics for CR113,Low,Cancelled,2024-09-05,2024-10-09,5,,Tech_3,Electronics,710,2382,50,0.0,Generated on 2024-09-05 - CM-Electronics maintenance
WO-4C8D7465,JOB-20240905-6742,CR114,Inspection-B,Inspection B for CR114,Medium,On_Hold,2024-09-05,2024-09-12,19,,Tech_16,Maintenance,3420,955,70,22.62326131296258,Generated on 2024-09-05 - Inspection-B maintenance
WO-A076C316,JOB-20240905-7140,CR108,PM-HVAC,PM HVAC for CR108,Low,Cancelled,2024-09-05,2024-09-21,8,,Tech_24,Electrical,952,452,50,0.0,Generated on 2024-09-05 - PM-HVAC maintenance
WO-E5CB8E6E,JOB-20240905-5360,CR103,Compliance-Check,Compliance Check for CR103,Low,Closed,2024-09-05,2024-09-23,2,1.9,Tech_29,Quality_Assurance,338,420,50,100.0,Generated on 2024-09-05 - Compliance-Check maintenance
WO-22932B1C,JOB-20240906-8171,CR101,CM-Software,CM Software for CR101,Medium,Closed,2024-09-06,2024-09-15,5,4.9,Tech_3,IT,765,2023,70,100.0,Generated on 2024-09-06 - CM-Software maintenance
WO-5D7F162A,JOB-20240906-1400,CR116,Seasonal-Maintenance,Seasonal Maintenance for CR116,Low,Cancelled,2024-09-06,2024-10-21,19,,Tech_23,Maintenance,1881,306,50,0.0,Generated on 2024-09-06 - Seasonal-Maintenance maintenance
WO-A6324B92,JOB-20240906-7413,CR113,PM-Doors,PM Doors for CR113,Medium,Closed,2024-09-06,2024-09-16,3,2.4,Tech_29,Mechanical,480,355,70,100.0,Generated on 2024-09-06 - PM-Doors maintenance
WO-CB89D950,JOB-20240906-7995,CR117,PM-HVAC,PM HVAC for CR117,Medium,Closed,2024-09-06,2024-09-23,8,6.9,Tech_4,Electrical,1192,122,70,100.0,Generated on 2024-09-06 - PM-HVAC maintenance
WO-D8D89F40,JOB-20240906-5937,CR121,Seasonal-Maintenance,Seasonal Maintenance for CR121,Medium,On_Hold,2024-09-06,2024-09-16,28,,Tech_9,Maintenance,3024,147,70,11.892782200170052,Generated on 2024-09-06 - Seasonal-Maintenance maintenance
WO-DEB8E636,JOB-20240907-9718,CR122,CM-Electrical,Power supply issue resolution - CR122,Low,On_Hold,2024-09-07,2024-10-05,12,,Tech_14,Electrical,1512,2114,50,14.383611954934906,Generated on 2024-09-07 - CM-Electrical maintenance
WO-79FBEAD2,JOB-20240907-5880,CR118,CM-Mechanical,CM Mechanical for CR118,High,Closed,2024-09-07,2024-09-14,6,5.5,Tech_15,Mechanical,834,3661,90,100.0,Generated on 2024-09-07 - CM-Mechanical maintenance
WO-040A88F8,JOB-20240907-6093,CR113,PM-Brake,Brake pad inspection and replacement - CR113,Medium,On_Hold,2024-09-07,2024-09-24,4,,Tech_30,Mechanical,612,142,70,17.955882574395144,Generated on 2024-09-07 - PM-Brake maintenance
WO-3E8C5D84,JOB-20240907-4690,CR113,CM-Electrical,Electrical system corrective maintenance - CR113,Low,Cancelled,2024-09-07,2024-10-15,2,,Tech_22,Electrical,326,652,50,0.0,Generated on 2024-09-07 - CM-Electrical maintenance
WO-E2E91C9C,JOB-20240908-2944,CR117,Emergency-Repair,Urgent maintenance intervention - CR117,High,Closed,2024-09-08,2024-09-12,11,10.8,Tech_19,Emergency_Response,1386,534,90,100.0,Generated on 2024-09-08 - Emergency-Repair maintenance
WO-00F514BF,JOB-20240908-8474,CR104,CM-Mechanical,CM Mechanical for CR104,High,Closed,2024-09-08,2024-09-13,13,10.9,Tech_3,Mechanical,1118,2135,90,100.0,Generated on 2024-09-08 - CM-Mechanical maintenance
WO-75D2350A,JOB-20240908-5621,CR108,Seasonal-Maintenance,Seasonal Maintenance for CR108,Low,Closed,2024-09-08,2024-10-20,13,14.1,Tech_14,Maintenance,1274,609,50,100.0,Generated on 2024-09-08 - Seasonal-Maintenance maintenance
WO-6C750BE8,JOB-20240908-9218,CR118,Emergency-Repair,Emergency repair required - CR118,Medium,Closed,2024-09-08,2024-09-26,32,34.6,Tech_6,Emergency_Response,6016,356,70,100.0,Generated on 2024-09-08 - Emergency-Repair maintenance
WO-A89F2DF8,JOB-20240909-6791,CR117,PM-Doors,PM Doors for CR117,High,Closed,2024-09-09,2024-09-16,5,4.1,Tech_16,Mechanical,745,286,90,100.0,Generated on 2024-09-09 - PM-Doors maintenance
WO-1A5C854C,JOB-20240909-4724,CR117,PM-Doors,PM Doors for CR117,Medium,On_Hold,2024-09-09,2024-09-21,5,,Tech_21,Mechanical,845,642,70,10.109524760572675,Generated on 2024-09-09 - PM-Doors maintenance
WO-22E75F36,JOB-20240909-4880,CR117,PM-Traction,PM Traction for CR117,Low,Cancelled,2024-09-09,2024-09-29,13,,Tech_23,Electrical,2093,445,50,0.0,Generated on 2024-09-09 - PM-Traction maintenance
WO-D829CA1B,JOB-20240909-9061,CR109,PM-Bogie,Bogie bearing inspection and lubrication - CR109,Low,Closed,2024-09-09,2024-10-13,10,9.4,Tech_26,Mechanical,1550,899,50,100.0,Generated on 2024-09-09 - PM-Bogie maintenance
WO-E94D6B42,JOB-20240909-7629,CR102,CM-Electrical,Electrical system corrective maintenance - CR102,Medium,Closed,2024-09-09,2024-09-21,20,19.7,Tech_5,Electrical,3780,4484,70,100.0,Generated on 2024-09-09 - CM-Electrical maintenance
WO-EEC499F6,JOB-20240909-5688,CR123,PM-Traction,PM Traction for CR123,Low,Cancelled,2024-09-09,2024-10-17,10,,Tech_29,Electrical,1050,233,50,0.0,Generated on 2024-09-09 - PM-Traction maintenance
WO-EA2DC16D,JOB-20240910-1397,CR104,CM-Electrical,Electrical system corrective maintenance - CR104,Low,Cancelled,2024-09-10,2024-10-19,6,,Tech_13,Electrical,846,4878,50,0.0,Generated on 2024-09-10 - CM-Electrical maintenance
WO-3EAE16BE,JOB-20240910-8060,CR119,CM-Software,CM Software for CR119,Low,Cancelled,2024-09-10,2024-09-27,3,,Tech_24,IT,495,913,50,0.0,Generated on 2024-09-10 - CM-Software maintenance
WO-D2F9596B,JOB-20240910-5224,CR101,Inspection-B,Inspection B for CR101,High,Closed,2024-09-10,2024-09-16,15,18.5,Tech_21,Maintenance,1455,323,90,100.0,Generated on 2024-09-10 - Inspection-B maintenance
WO-87C57997,JOB-20240911-2851,CR117,Emergency-Repair,Emergency repair required - CR117,Medium,Closed,2024-09-11,2024-10-02,35,34.8,Tech_12,Emergency_Response,4410,315,70,100.0,Generated on 2024-09-11 - Emergency-Repair maintenance
WO-6F22AE2E,JOB-20240911-8829,CR116,PM-Bogie,Bogie bearing inspection and lubrication - CR116,Critical,Closed,2024-09-11,2024-09-13,23,29.2,Tech_21,Mechanical,2392,127,100,100.0,Generated on 2024-09-11 - PM-Bogie maintenance
WO-70B7655F,JOB-20240911-1709,CR114,CM-Electronics,CM Electronics for CR114,Low,On_Hold,2024-09-11,2024-09-27,8,,Tech_25,Electronics,1248,1996,50,20.40979174534549,Generated on 2024-09-11 - CM-Electronics maintenance
WO-DE3A4E4D,JOB-20240911-1269,CR111,Compliance-Check,Compliance Check for CR111,Low,Closed,2024-09-11,2024-10-16,2,2.1,Tech_8,Quality_Assurance,224,195,50,100.0,Generated on 2024-09-11 - Compliance-Check maintenance
WO-530CF8DE,JOB-20240911-2873,CR104,Inspection-A,Inspection A for CR104,Medium,Closed,2024-09-11,2024-09-30,9,10.9,Tech_14,Maintenance,1296,202,70,100.0,Generated on 2024-09-11 - Inspection-A maintenance
WO-F37CE2A9,JOB-20240911-6809,CR102,Compliance-Check,Compliance Check for CR102,Medium,On_Hold,2024-09-11,2024-09-24,3,,Tech_29,Quality_Assurance,579,742,70,28.742514569392572,Generated on 2024-09-11 - Compliance-Check maintenance
WO-797F9B08,JOB-20240912-7374,CR115,CM-Mechanical,CM Mechanical for CR115,Medium,On_Hold,2024-09-12,2024-09-19,5,,Tech_26,Mechanical,390,4500,70,22.6980127504217,Generated on 2024-09-12 - CM-Mechanical maintenance
WO-1DBF77BD,JOB-20240912-4866,CR104,Inspection-C,Inspection C for CR104,Low,On_Hold,2024-09-12,2024-10-13,24,,Tech_6,Maintenance,3480,349,50,22.073064731083846,Generated on 2024-09-12 - Inspection-C maintenance
WO-32385F78,JOB-20240912-5338,CR111,Seasonal-Maintenance,Seasonal Maintenance for CR111,Medium,On_Hold,2024-09-12,2024-09-19,25,,Tech_4,Maintenance,2600,479,70,27.66495892476256,Generated on 2024-09-12 - Seasonal-Maintenance maintenance
WO-7BA123AC,JOB-20240913-4746,CR119,CM-Mechanical,CM Mechanical for CR119,Medium,Closed,2024-09-13,2024-09-24,16,16.5,Tech_4,Mechanical,2816,4110,70,100.0,Generated on 2024-09-13 - CM-Mechanical maintenance
WO-F054C703,JOB-20240913-1676,CR115,PM-Bogie,Scheduled bogie maintenance for CR115,Medium,Closed,2024-09-13,2024-09-22,15,14.9,Tech_17,Mechanical,2940,364,70,100.0,Generated on 2024-09-13 - PM-Bogie maintenance
WO-A6499A9D,JOB-20240913-9212,CR113,PM-HVAC,PM HVAC for CR113,High,Closed,2024-09-13,2024-09-19,9,11.6,Tech_1,Electrical,1692,638,90,100.0,Generated on 2024-09-13 - PM-HVAC maintenance
WO-9B8B5983,JOB-20240913-4517,CR101,CM-Electronics,CM Electronics for CR101,Medium,Closed,2024-09-13,2024-09-28,7,7.0,Tech_17,Electronics,1127,2307,70,100.0,Generated on 2024-09-13 - CM-Electronics maintenance
WO-CDD95CD2,JOB-20240913-8868,CR104,PM-HVAC,PM HVAC for CR104,Medium,Closed,2024-09-13,2024-09-20,7,8.3,Tech_3,Electrical,1071,619,70,100.0,Generated on 2024-09-13 - PM-HVAC maintenance
WO-64485DA0,JOB-20240914-8015,CR120,CM-Mechanical,CM Mechanical for CR120,Low,Closed,2024-09-14,2024-10-06,9,11.2,Tech_6,Mechanical,1089,4073,50,100.0,Generated on 2024-09-14 - CM-Mechanical maintenance
WO-FB0CAF6F,JOB-20240914-5210,CR115,PM-Traction,PM Traction for CR115,Medium,On_Hold,2024-09-14,2024-09-26,15,,Tech_24,Electrical,1275,206,70,19.372526797735976,Generated on 2024-09-14 - PM-Traction maintenance
WO-56AE04D8,JOB-20240914-4385,CR119,PM-Bogie,Bogie bearing inspection and lubrication - CR119,Critical,Closed,2024-09-14,2024-09-15,22,28.0,Tech_19,Mechanical,2134,106,100,100.0,Generated on 2024-09-14 - PM-Bogie maintenance
WO-5D858F42,JOB-20240914-1485,CR102,Inspection-A,Inspection A for CR102,High,Closed,2024-09-14,2024-09-20,7,7.3,Tech_19,Maintenance,952,815,90,100.0,Generated on 2024-09-14 - Inspection-A maintenance
WO-E680686A,JOB-20240914-2976,CR108,Compliance-Check,Compliance Check for CR108,Low,Cancelled,2024-09-14,2024-10-15,2,,Tech_5,Quality_Assurance,166,107,50,0.0,Generated on 2024-09-14 - Compliance-Check maintenance
WO-0B43184A,JOB-20240915-8880,CR115,PM-Traction,PM Traction for CR115,Low,Cancelled,2024-09-15,2024-10-20,15,,Tech_26,Electrical,2715,736,50,0.0,Generated on 2024-09-15 - PM-Traction maintenance
WO-580FAA6C,JOB-20240916-3442,CR115,Inspection-C,Inspection C for CR115,Low,On_Hold,2024-09-16,2024-10-14,24,,Tech_11,Maintenance,2520,652,50,12.043200802695633,Generated on 2024-09-16 - Inspection-C maintenance
WO-19F14876,JOB-20240916-2080,CR103,Inspection-C,Inspection C for CR103,High,Closed,2024-09-16,2024-09-23,25,28.6,Tech_14,Maintenance,4000,240,90,100.0,Generated on 2024-09-16 - Inspection-C maintenance
WO-A8D88658,JOB-20240916-9114,CR121,Emergency-Repair,Urgent maintenance intervention - CR121,Low,On_Hold,2024-09-16,2024-10-09,11,,Tech_16,Emergency_Response,1661,380,50,13.629387310486909,Generated on 2024-09-16 - Emergency-Repair maintenance
WO-A2A869D0,JOB-20240916-1162,CR103,Inspection-B,Inspection B for CR103,Low,On_Hold,2024-09-16,2024-10-24,12,,Tech_6,Maintenance,1908,363,50,24.009587602492953,Generated on 2024-09-16 - Inspection-B maintenance
WO-6676C5F7,JOB-20240916-9717,CR104,Inspection-A,Inspection A for CR104,Medium,On_Hold,2024-09-16,2024-09-30,8,,Tech_30,Maintenance,800,919,70,11.07527419016057,Generated on 2024-09-16 - Inspection-A maintenance
WO-9D26ACB6,JOB-20240916-6580,CR117,CM-Electrical,Power supply issue resolution - CR117,Low,Cancelled,2024-09-16,2024-10-09,3,,Tech_26,Electrical,351,2524,50,0.0,Generated on 2024-09-16 - CM-Electrical maintenance
WO-99E3C97C,JOB-20240916-1563,CR105,Inspection-A,Inspection A for CR105,Medium,Closed,2024-09-16,2024-09-27,7,8.1,Tech_7,Maintenance,665,791,70,100.0,Generated on 2024-09-16 - Inspection-A maintenance
WO-BD02AA94,JOB-20240917-3530,CR111,Compliance-Check,Compliance Check for CR111,Medium,On_Hold,2024-09-17,2024-10-05,2,,Tech_6,Quality_Assurance,392,465,70,21.753879824919498,Generated on 2024-09-17 - Compliance-Check maintenance
WO-6B9C9171,JOB-20240917-7551,CR107,CM-Electrical,Power supply issue resolution - CR107,Low,Cancelled,2024-09-17,2024-10-12,11,,Tech_10,Electrical,1419,3954,50,0.0,Generated on 2024-09-17 - CM-Electrical maintenance
WO-CFED4EAE,JOB-20240917-2033,CR116,Inspection-A,Inspection A for CR116,Medium,On_Hold,2024-09-17,2024-09-26,8,,Tech_18,Maintenance,984,579,70,21.49240213952775,Generated on 2024-09-17 - Inspection-A maintenance
WO-E7DEA6E0,JOB-20240917-1037,CR117,PM-Doors,PM Doors for CR117,Low,On_Hold,2024-09-17,2024-10-23,3,,Tech_9,Mechanical,387,317,50,18.357606794597395,Generated on 2024-09-17 - PM-Doors maintenance
WO-E9CD45FA,JOB-20240917-6061,CR103,Inspection-B,Inspection B for CR103,Low,Closed,2024-09-17,2024-10-31,14,13.0,Tech_12,Maintenance,1358,793,50,100.0,Generated on 2024-09-17 - Inspection-B maintenance
WO-19FA228F,JOB-20240917-8723,CR110,Inspection-B,Inspection B for CR110,High,Closed,2024-09-17,2024-09-22,17,20.6,Tech_6,Maintenance,1394,399,90,100.0,Generated on 2024-09-17 - Inspection-B maintenance
WO-704761F2,JOB-20240918-6536,CR108,CM-Electrical,Electrical system corrective maintenance - CR108,Low,On_Hold,2024-09-18,2024-10-24,9,,Tech_22,Electrical,1476,4337,50,10.371720596622758,Generated on 2024-09-18 - CM-Electrical maintenance
WO-421E3A6D,JOB-20240918-5934,CR110,PM-Bogie,Scheduled bogie maintenance for CR110,Medium,On_Hold,2024-09-18,2024-09-29,11,,Tech_28,Mechanical,1133,231,70,19.48469951739851,Generated on 2024-09-18 - PM-Bogie maintenance
WO-810E2F91,JOB-20240918-7010,CR114,Inspection-B,Inspection B for CR114,Low,On_Hold,2024-09-18,2024-10-08,15,,Tech_14,Maintenance,1275,626,50,14.18637275252436,Generated on 2024-09-18 - Inspection-B maintenance
WO-699A1CB9,JOB-20240919-3732,CR102,PM-Doors,PM Doors for CR102,Low,Cancelled,2024-09-19,2024-10-31,4,,Tech_27,Mechanical,340,959,50,0.0,Generated on 2024-09-19 - PM-Doors maintenance
WO-1C9201A8,JOB-20240919-5940,CR122,PM-Doors,PM Doors for CR122,Low,On_Hold,2024-09-19,2024-10-12,3,,Tech_19,Mechanical,384,907,50,22.62545165793079,Generated on 2024-09-19 - PM-Doors maintenance
WO-29C8565B,JOB-20240919-3457,CR117,CM-Mechanical,CM Mechanical for CR117,Medium,Closed,2024-09-19,2024-10-01,14,16.2,Tech_24,Mechanical,2156,2255,70,100.0,Generated on 2024-09-19 - CM-Mechanical maintenance
WO-F4ED1D7F,JOB-20240919-3500,CR119,Emergency-Repair,Urgent maintenance intervention - CR119,Medium,Closed,2024-09-19,2024-10-03,16,13.5,Tech_18,Emergency_Response,2768,667,70,100.0,Generated on 2024-09-19 - Emergency-Repair maintenance
WO-003BB076,JOB-20240919-4769,CR117,Inspection-A,Inspection A for CR117,Low,Cancelled,2024-09-19,2024-10-22,6,,Tech_27,Maintenance,1110,699,50,0.0,Generated on 2024-09-19 - Inspection-A maintenance
WO-B8517F04,JOB-20240919-7834,CR123,CM-Mechanical,CM Mechanical for CR123,Low,Cancelled,2024-09-19,2024-11-02,8,,Tech_29,Mechanical,632,599,50,0.0,Generated on 2024-09-19 - CM-Mechanical maintenance
WO-A33747DA,JOB-20240919-5980,CR123,PM-Bogie,Scheduled bogie maintenance for CR123,Medium,On_Hold,2024-09-19,2024-10-05,15,,Tech_19,Mechanical,1575,958,70,26.503670006777153,Generated on 2024-09-19 - PM-Bogie maintenance
WO-A23F4A20,JOB-20240920-7830,CR111,PM-Bogie,Scheduled bogie maintenance for CR111,Critical,Closed,2024-09-20,2024-09-21,15,17.2,Tech_20,Mechanical,1260,165,100,100.0,Generated on 2024-09-20 - PM-Bogie maintenance
WO-483B829D,JOB-20240920-5307,CR103,PM-Bogie,Bogie bearing inspection and lubrication - CR103,Low,Closed,2024-09-20,2024-11-04,11,13.0,Tech_20,Mechanical,1573,118,50,100.0,Generated on 2024-09-20 - PM-Bogie maintenance
WO-0F6F0C1A,JOB-20240920-5686,CR121,Inspection-B,Inspection B for CR121,Low,Cancelled,2024-09-20,2024-11-04,15,,Tech_4,Maintenance,1740,845,50,0.0,Generated on 2024-09-20 - Inspection-B maintenance
WO-ADF657C7,JOB-20240920-4369,CR110,Inspection-C,Inspection C for CR110,High,Closed,2024-09-20,2024-09-23,37,45.8,Tech_24,Maintenance,5365,240,90,100.0,Generated on 2024-09-20 - Inspection-C maintenance
WO-39B898B8,JOB-20240920-6949,CR120,CM-Software,CM Software for CR120,Critical,Closed,2024-09-20,2024-09-22,1,1.2,Tech_26,IT,150,3313,100,100.0,Generated on 2024-09-20 - CM-Software maintenance
WO-18EAD365,JOB-20240920-4610,CR120,Inspection-A,Inspection A for CR120,Low,Closed,2024-09-20,2024-10-16,5,5.5,Tech_20,Maintenance,420,393,50,100.0,Generated on 2024-09-20 - Inspection-A maintenance
WO-66438C35,JOB-20240921-8783,CR109,PM-Traction,PM Traction for CR109,Medium,On_Hold,2024-09-21,2024-10-05,15,,Tech_13,Electrical,2550,739,70,21.925799120956214,Generated on 2024-09-21 - PM-Traction maintenance
WO-77859026,JOB-20240921-2406,CR106,CM-Electrical,Electrical system corrective maintenance - CR106,Medium,Closed,2024-09-21,2024-10-05,8,9.8,Tech_12,Electrical,808,3274,70,100.0,Generated on 2024-09-21 - CM-Electrical maintenance
